,Gender,Married,Dependents,Education,Self_Employed,Property_Area,Loan_Status,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History
603,Male,No,0,Graduate,No,Rural,Y,3676.0,4301.0,172.0,360.0,1.0
604,Female,Yes,1,Graduate,No,Semiurban,Y,12000.0,0.0,496.0,360.0,1.0
606,Male,Yes,1,Graduate,No,Semiurban,Y,3400.0,2500.0,173.0,360.0,1.0
607,Male,Yes,2,Not Graduate,No,Rural,Y,3987.0,1411.0,157.0,360.0,1.0
608,Male,Yes,0,Graduate,No,Rural,Y,3232.0,1950.0,108.0,360.0,1.0
609,Female,No,0,Graduate,No,Rural,Y,2900.0,0.0,71.0,360.0,1.0
610,Male,Yes,3+,Graduate,No,Rural,Y,4106.0,0.0,40.0,180.0,1.0
611,Male,Yes,1,Graduate,No,Urban,Y,8072.0,240.0,253.0,360.0,1.0
612,Male,Yes,2,Graduate,No,Urban,Y,7583.0,0.0,187.0,360.0,1.0
613,Female,No,0,Graduate,Yes,Semiurban,N,4583.0,0.0,133.0,360.0,0.0
